name,jurisdiction,jurisdictionType,entityType,status,birthyear,zipcode
"SHANGHAI COMMERCIAL BANK, LTD.",HONG KONG,world,Statement & Designation By Foreign Corporation,Active,1973,90017
TITUS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1973,94104
P. T. PACIFIC NIKKEL INDONESIA,INDONESIA,world,Statement & Designation By Foreign Corporation,Surrendered,1973,90017
"KAWATETSU TRADING COMPANY, LIMITED",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1974,94111
JAY KAY INC. - WHICH WILL DO BUSINESS IN CALIFORNIA AS JEFF MELWANI INC.,GUAM,world,Statement & Designation By Foreign Corporation,Forfeited,1988,94109
"BANCO DO ESTADO DE SAO PAULO, S.A.",BRAZIL,world,Statement & Designation By Foreign Corporation,Surrendered,1975,94104
AVIVA INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1975,94108
ERNAS INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1975,94108
CHONG HING BANK LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Active,1976,94108
HARWAL S.A.,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Active,1976,94103
"LANE-WALKER-RUDKIN, LTD.",NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Surrendered,1976,94111
1801 CENTURY PARK EAST N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1976,94104
BIFIAC A.G.,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1976,94013
ROSEMEL PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1976,94111
MARUMBA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1976,94111
"MATTOT, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1976,94111
PINTHA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1976,94111
RALA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1976,94111
UBACHI N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1976,94104
"WALTER LANDOR Y ASOCIADOS, S.A.",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,1976,94111
CELAN N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
TRANSCONTI INVESTMENT CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1977,94939
"PILIPINAS TRADE HOUSE, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Surrendered,1977,94122
ASTEC ELECTRONICS (U.S.A.) LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS U.S. ASTEC ELECTRONICS,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1977,90017
"BANCO DE VIZCAYA, S. A.",SPAIN,world,Statement & Designation By Foreign Corporation,Surrendered,1977,94104
ADDISON - BENSON LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1977,94114
CATHAY PACIFIC AIRWAYS LTD.,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1977,94108
TRADERS INTERNATIONAL CORPORATION WHICH WILL TRANSACT BUSINESS IN CALIFORNIA AS PHILIPPINE TRADERS INTERNATIONAL CORPORATION,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1977,94111
BANK OF INDIA,INDIA,world,Statement & Designation By Foreign Corporation,Active,1977,94104
BRANNAN REALTY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1977,94111
GOLDEN FRUITS GROUP S.A.,PANAMA,world,Statement & Designation By Foreign Corporation,Active,1977,94116
ANDRUS REALTY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1977,94104
"A. & R. DEVELOPMENTS, LTD., WHICH WILL DO BUSINESS IN CALIFORNIA AS IAN MACNAUGHTON, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1978,94111
IKSIR INVESTMENT COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1978,94111
MAR-TIERRA CORPORATION,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1978,94104
ARANAR MANAGEMENT ENTERPRISES CORPORATION,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1978,94115
DEVON INVESTMENT CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1978,94939
"THE WANBISHI INDUSTRIAL CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1978,94530
GAVELLON CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1978,90017
MOUNT-UNION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1978,94111
EPHEME N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1978,94104
"LINCOLN PARK PROPERTIES, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1978,94111
"GIOVANNI, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1978,94103
JUVE INVESTMENT CO. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1978,94104
MOREDEL INTERNATIONAL N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1978,94111
"VALLEJO STREET COMPANY, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1978,94123
J. M. VOITH GMBH,GERMANY,world,Statement & Designation By Foreign Corporation,Surrendered,1978,94111
THE ROYAL BANK OF SCOTLAND (1727) LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1978,94111
ROBERT LEE LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS BR LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1978,94111
CHITTENS CORPORATION N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94111
FREMONT CAPITAL CORPORATION N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94111
SING TAO NEWSPAPERS LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94104
"DECENCY INDUSTRIAL COMPANY, LIMITED",HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94121
"EMBASSY ESTATES LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS ALBERNI INVESTMENTS, LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94133
PROSPERO CORPORATION WHICH WILL DO BUSINESS IN CALIFORNIA AS PROSPERO REAL ESTATE CORPORATION,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94133
"GOLDEN PROPERTIES LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS CAMBRIDGE ENTERPRISES, LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Active,1979,94105-1250
CLEMO INVESTMENTS LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94104
MILPITAS CAPITAL CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94111
HANIWA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94111
WATABE WEDDING CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94108
PARKEN INVESTMENT COMPANY NO. ONE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94111
SALWA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94104
TRANSPROPERTY NUMBER ONE N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94111
ESVIC ONE CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94104
CYGNAL NINE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94111
SUNFARM PROPRIETARY LTD. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,90017
"AQEEL PROPERTIES, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94111
ST. THOMAS INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94111
NIRAY INTERNATIONAL N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94111
YAN CHI INVESTMENT COMPANY LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94133
"EQUATOR PRODUCTIONS, N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS E.Q. PRODUCTIONS",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,90017
"JEM RECORDING COMPANY, INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS: J & M RECORDING CO., INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94112
SWANNDRI LIMITED,NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94104
PALADIN N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS 215 FREMONT CENTER,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94111
"KAYO BEAUTY SHOP, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94115
PHILIPPINE COMMERCIAL AND INDUSTRIAL BANK,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94111
DUFFERIN N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94111
ALCON REALTY CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94120
CRISBA REAL ESTATE CO. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94111
"EQUAVEST, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94118
FOSCARIA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1979,94111
DELVADA COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94105
NINA NUMBER SIX N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1979,94111
LITTLE ATALY INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,90017
OKUMURA CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
SILKSTONE INVESTMENT CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94939
BIG SABLE INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
PLACENTIA INVESTMENT CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94137
WALKERVILLE CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94120
NABAT INVESTMENT CO. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94111
EDCEL N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94930
"CHEKIANG FIRST BANK, LIMITED",HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
PAREN CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94104
"PACIFIC DIAMOND CORPORATION N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS ""1333 PACIFIC CORPORATION.""",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94108
ROVENTA CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
MALANKIA CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94104
DESIGN DEVELOPMENTS LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS ID TWO,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94304
TRANSTAMPA INVESTMENT COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
HUTAG CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94118
WILLHURST COMPANY N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94111
UTICA CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
NORTH HAVEN CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94164
WESTBY CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
"DFS NORTH AMERICA N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS DUTY FREE SHOPPERS NORTH AMERICA LIMITED",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
WELLESLEY COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1980,90017
BRIPAK CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,90017
LOVINCK INVESTMENTS N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Active,1980,94104
LATHESE ETABLISSEMENT,LIECHTENSTEIN,world,Statement & Designation By Foreign Corporation,Active,1980,94109
I.G. IMPERIAL GROUP NINE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94104
WHITETAIL CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
ONIX N.V. DOING BUSINESS IN CALIFORNIA AS ONV PROPERTIES,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
BORENE CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
TIMPA CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
LERICH CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
NADU CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
RESA CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
SANNEY CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
"HOFF & MICHAEL, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94109
MAG HOLIDAY WORLD AKTIENGESELLSCHAFT,LIECHTENSTEIN,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94111
LEEDS INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
TROVIATORE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94102
"REGNO, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94111
CERDIP-ELEKTRONIK VERTRIEBSGESELLSCHAFT MIT BESCHRAENKTER HAFTUNG,GERMANY,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94104
NEICHEN N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1980,94104
BLACKFRIARES INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1980,94104
"UNTUNG, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94104
FREMONTANA INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94103
"DOMINICK ENTERPRISES (ANTILLES), N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
TOSTON CORPORATION N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94108
DELANO CORPORATION N.V. DOING BUSINESS AS DELANO HOLDINGS CORPORATION N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94108
PRINCEGATE LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94109
OVERSEAS TRUST BANK LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
CPDS MANILA INTERNATIONAL TRADING CORPORATION,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94108
PIMLICO N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111
"TUT CORPORATION N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS TUT INVESTMENTS",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
"FRAM CORPORATION N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS FRAM INVESTMENTS",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
"HELDERS N.V., WHICH WILL DO BUSINESS IN CALIFORNIA AS IROSCO",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1980,94115
DILLINGER INVESTING COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94104
FRIED. KRUPP GESELLSCHAFT MIT BECHRANKTER HAFTUNG,GERMANY,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94111
GOBOR AKTIENGESELLSCHAFT,LIECHTENSTEIN,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94111
ATARAS AKTIENGESELLSCHAFT,LIECHTENSTEIN,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94111
CYPRESS FINANCE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94104
CHRISTIANI & NIELSEN LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
BIBI N.V,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
NARAMICS COMPANY LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94104
"NOVENAFARM PROPRIETARY LIMITED, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
"T.I.P. COMPANY N.V. DOING BUSINESS IN CALIFORNIA AS TIP INVESTMENTS, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94111
INTER-OCEAN CONTAINER LEASING INC,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94612
MALLEY INVESTMENTS N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94104
ORIENT PACIFIC SHIPPING COMPANY S.A.,PANAMA,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94111
DEVINOTEX N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1981,94111
NEVILLE H. PRICE & ASSOCIATES-ARCHITECTS LIMITED,NEW ZEALAND,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94109
BILLDEE CORPORATION N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94120
FONDLAND LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94109
"THE YASUDA TRUST AND BANKING COMPANY, LIMITED",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1980,94111-5613
TAMUS TRANSACTIONS S.A.,PANAMA,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94123
"PML, INC., WHICH WILL DO BUSINESS IN CALIFORNIA AS PHILIPPINE P.M.L., INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94080
RAMONHURST CORP. N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94010
KHALSA ENTERPRISES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94111
"LEVI STRAUSS EXIMCO, S.A.",SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
"MORVRIN INVESTIMENTI, S.A.",PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94109
SALORVILLE INVESTMENTS N. V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,90017
BOSQUES DE SAN ISIDRO S.A. DE CAPITAL VARIABLE,MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94111
"PAMUKALE CORP., N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94104
"DANSVILLE, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94104
TOP TREND COMPANY LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94080
BANK OF CREDIT AND COMMERCE HONG KONG LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94104
GRANDWEAL ENTERPRISES LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94116
TRADITION INVESTMENT COMPANY I.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS SAN JOSE TRADITION COMPANY,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94010
PATRICIAN PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94111
"BEE HOUSE CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94104
ALLARCO DEVELOPMENTS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94105
COAST HELICOPTERS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94102
GAYBAO LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94080
"KOWA REAL ESTATE INVESTMENT CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1981,90017
TERRAMUNDO N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94111
AGRU N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1981,94111
CHIRATEL INTERNATIONAL N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1981,94111
S.I.S. ENTERPRISES LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94108
LOS GATOS DEVELOPMENT CO. N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94104
BAXENDALE N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94111
STANLEY YEUNG AND SON N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,90017
"BISHOP OF THE INTERFAITH SPIRITUAL CHURCH, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,93561
COPSEVERGE N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1982,90017
PAK KOK TSUI LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94133
WEALTH INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1982,94109
W AND S INVESTMENT CORPORATION WHICH WILL DO BUSINESS IN CALIFORNIA AS PANAMA W AND S INVESTMENT CORPORATION,PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,1982,94104
