name,jurisdiction,jurisdictionType,entityType,status,birthyear,zipcode
MCGREGOR SEA & AIR SERVICES LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1971,90017
"CINEMATOGRAFICA MARTE, S.A.",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,1972,90036
"TIMA COMPANY, N.V.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1972,90017
"DOUGLAS G. PETERSON AND ASSOCIATES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1972,90017
"THE DAIWA BANK, LIMITED",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1972,90017
"THE TAIYO KOBE BANK, LIMITED",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1972,90071
"PRINCESS CRUISES LIBERIA, INC.",LIBERIA,world,Statement & Designation By Foreign Corporation,Surrendered,1972,90017
INTERFINANCIAL REAL ESTATE MANAGEMENT COMPANY,GEORGIA,world,Statement & Designation By Foreign Corporation,Active,1972,90017
"YOKOHAMA OKADAYA CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1973,90012
"CINEMATOGRAFICA MARCO POLO, SOCIEDAD ANONIMA",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,1973,90036
"INVESTMENT TRAINING INSTITUTE OF CALIFORNIA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1973,91361
ANTHES IMPERIAL LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1973,90017
"INDUSTRIAL ALLIANCE PACIFIC INSURANCE AND FINANCIAL SERVICES INC., WHICH WILL DO BUSINESS IN CALIFORNIA AS INDUSTRIAL-ALLIANCE PACIFIC LIFE INSURANCE COMPANY,UNITED STATES BRANCH",CANADA,world,Statement & Designation By Foreign Corporation,Active,1973,90017
"DAYS INNS OF AMERICA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1973,90017
"RTC TRANSPORTATION, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1973,90017
"SHANGHAI COMMERCIAL BANK, LTD.",HONG KONG,world,Statement & Designation By Foreign Corporation,Active,1973,90017
"THE INDUSTRIAL BANK OF JAPAN, LIMITED",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1973,90071
P. T. PACIFIC NIKKEL INDONESIA,INDONESIA,world,Statement & Designation By Foreign Corporation,Surrendered,1973,90017
"PRODUCCIONES ESCORPION, SOCIEDAD ANONIMA",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,1973,90036
SOUTHWIRE COMPANY,GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1973,90017
GRANTISON HOLDINGS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1973,90017
"BBVA BANCOMER, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BBVA BANCOMER",MEXICO,world,Statement & Designation By Foreign Corporation,Active,1973,90017
LET-R-EDGE OF CANDA,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1973,90017
BANCA COMMERCIALE ITALIANA S.P.A.,ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90071
"WAFFLE HOUSE, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90017
CREDIT LYONNAIS,FRANCE,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90071
MOSSABE (PROPRIETARY) LIMITED,SOUTH AFRICA,world,Statement & Designation By Foreign Corporation,Forfeited,1974,90028
"CAFCO N.V. WHICH WILL DO BUSINESS IN CALIFORNIA AS BINGEMAN, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1974,90017
C-POULTRY COMPANY LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90017
"AVANT FILMS, SOCIEDAD ANONIMA",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90036
"FREIGHT TERMINALS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Active,1974,90017
"INTERNATIONAL FORUMS, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1974,90067
SCHUSTER REAL ESTATE CO. LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS SCHUSTER LAND CORPORATION,CANADA,world,Statement & Designation By Foreign Corporation,Active,1974,91345
AEROTECH TECHNICAL PERSONNEL LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1974,90045
WEATHERLY INC.,GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90017
"BANCO NACIONAL DE MEXICO, S.A.",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,1974,90067
"HOESCH AMERICA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90017
"RESONA BANK, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90017
FMC INTERNATIONAL SA,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90017
"BANCO REAL, S.A.",BRAZIL,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90017
LEXISNEXIS RISK SOLUTIONS INC.,GEORGIA,world,Statement & Designation By Foreign Corporation,Active,1975,90017
MALAYSIAN AIRLINE SYSTEM BERHAD,MALAYSIA,world,Statement & Designation By Foreign Corporation,Active,1975,90017
DOMINION SHIPPING COMPANY LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90017
"PARTNERSHIP SERVICES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90017
BANK LEUMI LE-ISRAEL B.M.,ISRAEL,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90017
SCANPET SCANDINAVIAN PETROLEUM A/S,NORWAY,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90017
BAYERISCHE VEREINSBANK,GERMANY,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90017
"GLOBAL TRAVEL SERVICE LTD. A CORPORATION ORGANIZED AND EXISTING UNDER THE LAWS OF JAPAN, WHICH WILL TRANSACT BUSINESS IN THE STATE OF CALIFORNIA AS TOKYO GLOBAL TRAVEL SERVICE LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90020
LIBERTY THREE CORPORATION,GUAM,world,Statement & Designation By Foreign Corporation,Forfeited,1974,90017
"THE HOKKAIDO TAKUSHOKU BANK, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1974,90071
RICHMOND EXPORT PTY. LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1975,91403
SIGREME N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90048
"PRESS INTERNATIONAL, LTD. DOING BUSINESS IN CALIFORNIA AS INFOAID",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90017
SKYHAWK INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90404
"COROLLA INVESTMENTS, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90404
LOGABAX S.A.,FRANCE,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90024
HASEKO CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1988,90017
METROPOLITAN BANK AND TRUST COMPANY,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
BANCO POPULAR DE PUERTO RICO,PUERTO RICO,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90013
MACK TRUCKS WORLDWIDE LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90017
"HORIZON INDUSTRIES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90017
SUH YANG COMPANY LTD.,"KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Forfeited,1994,90505
BOLIDEN AKTIEBOLAG,SWEDEN,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90017
BANGKOK BANK PUBLIC COMPANY LIMITED,THAILAND,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90017
FLOREFEL HOLDINGS LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90274
"SERVIDYNE, INCORPORATED",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90017
"CARINTUSA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90017
"ROBERT L. HUGHES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1975,90017
"AMERICAN PORT SERVICES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2005,90017
"ACUARIO FILMS, SOCIEDAD ANONIMA",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90036
"POWERS TRANSPORTATION SYSTEMS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2005,90017
"CRAWFORD REHABILITATION SERVICES, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1975,90017
BLUE BIRD BODY COMPANY,GEORGIA,world,Statement & Designation By Foreign Corporation,Active,1975,90017
POLYSIUS CORP.,GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
ALE N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
SSI CONTAINER CORPORATION INTERNATIONAL B.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
"ELVERSTON INVESTMENTS PTY, LIMITED",AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90067
THE PINKERTON AND LAWS COMPANY,GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
FRIONOR NORSK FROSSENFISK A/L,NORWAY,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
LIMSONS ENTERPRISES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
MARCSONS ENTERPRISES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
"BATAVUS USA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
SAUDI ARABIAN AIRLINES CORPORATION,SAUDI ARABIA,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90045
FOUR SEASONS HOTELS LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Active,1976,90017
"LANIER BUSINESS PRODUCTS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
CULVER N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
LA MANCHA N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
BROOKTRAILS SALES COMPANY N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90015
BROUWER INDUSTRIES PTY. LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
REUTERS LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90018
"KALI FILMS, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90036
HYBRIDTEKNIK AB,SWEDEN,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90278
DIRECT FILM INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
"DIAMOND RUG & CARPET MILLS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90638
TRUCENA AMERICAN PROPERTIES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
SCANDINAVIAN DRILLING A/S,NORWAY,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
"MANAGEMENT SCIENCE AMERICA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
"RUNVEE HUDSON LIMITED, N.V.",NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90071
"GLADWIN, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
NU-WEST GROUP LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
CLETZNELLE GROUP MARKETING CORPORATION,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90004
"ANGLO-CALIFORNIA RESORTS, N.V.",NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90067
BANC OF AMERICA COMMERCIAL CORPORATION,GEORGIA,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
"FOMENTO URBANO DE SAN CARLOS, S.A.",MEXICO,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90073
BANK SADERAT IRAN,IRAN,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
CHOMLEY NOMINEES PTY. LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90210
WANATKO N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90067
"HSIANG SUNG KNITTING CO., LTD.",CHINA,world,Statement & Designation By Foreign Corporation,Surrendered,1977,90071
MELABON CORPORATION N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1977,90212
"HONDA R & D CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1977,90017
BANK OF SEOUL AND TRUST COMPANY,"KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Surrendered,1977,90017
INDUSTRIAL TEXTILE CORPORATION N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1977,90017
GANANCIA INVESTMENTS N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Surrendered,1977,90017
GARPEG LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1977,90212
"HUNTINGTON COMPANY, INC.",NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
PRINCESS RECORDING PRODUCTIONS LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90212
"PRODUCCIONES POTOSI, SOCIEDAD ANONIMA",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90036
COMPAGNIE GENERALE DE GEOPHYSIQUE,FRANCE,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
KAO HSING CHANG IRON & STEEL CORPORATION,TAIWAN,world,Statement & Designation By Foreign Corporation,Surrendered,1976,90017
CELAN N.V.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1976,90017
DIACIABERT COMMERCIAL DEVELOPMENT N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1977,91436
BANK HAPOALIM B.M.,ISRAEL,world,Statement & Designation By Foreign Corporation,Active,1977,90017
"CORPORACION NACIONAL CINEMATOGRAFICA DE TRABAJADORES Y ESTADO UNO, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",MEXICO,world,Statement & Designation By Foreign Corporation,Surrendered,1977,90036
DRAGON WEST ENTERPRISES N.V.,NETHERLANDS ANTILLES,world,Statement & Designation By Foreign Corporation,Active,1977,91316
B.V. BELEGGINGSMAATSCHAPPIJ. H.V.S.,NETHERLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,1977,90017
"LATHEM TIME CALIFORNIA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,1977,90670
ALUMA SYSTEMS INCORPORATED,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1977,90069
